"","FirstDate","inflation_punew","inflation_puxhs","inflation_puxx","inflation_pce","quarter","group"
"130",1979-07-01,0.0334292966491949,0.0298935302781427,0.0225044659103819,0.024521909161874,1979 Q3,1979
"131",1979-10-01,0.029691789807403,0.0225026040337032,0.0287888284771686,0.0239623865135372,1979 Q4,1979
"132",1980-01-01,0.0365575957337975,0.0321985316793537,0.0358366151690407,0.0295737189795099,1980 Q1,1980
"133",1980-04-01,0.0365049973748544,0.0324217923949884,0.0358553132870756,0.0242104346443742,1980 Q2,1980
"134",1980-07-01,0.0207958564624863,0.0194416816145854,0.0162199438667635,0.0231301430125899,1980 Q3,1980
"135",1980-10-01,0.0251059211310765,0.0249567319738677,0.0268636422695483,0.024468277986314,1980 Q4,1980
"136",1981-01-01,0.0290887292569253,0.0254938488262198,0.0285054929979263,0.0256493344497994,1981 Q1,1981
"137",1981-04-01,0.0215550035618297,0.0259754864032605,0.0185620178600596,0.0166303075511658,1981 Q2,1981
"138",1981-07-01,0.0265796378047121,0.0176800185361722,0.0316768566535701,0.0163348790058853,1981 Q3,1981
"139",1981-10-01,0.0205523729533214,0.0184487055523333,0.0252899679531072,0.0151746571771701,1981 Q4,1981
"140",1982-01-01,0.0106497279166581,0.0138816964861558,0.012945164592037,0.0125629505520416,1982 Q1,1982
"141",1982-04-01,0.0063358184490857,0.00423281055262076,0.0148938923387344,0.00955060896419866,1982 Q2,1982
"142",1982-07-01,0.0259754864032607,0.0219329940904988,0.020899402267216,0.0156216511914532,1982 Q3,1982
"143",1982-10-01,0.00613498856751593,0.00925456476620589,0.00823897554455286,0.0109387117534246,1982 Q4,1982
"144",1983-01-01,-0.00204081703485256,0.00510465631168305,0.00102511541524535,0.00819148520377212,1983 Q1,1983
"145",1983-04-01,0.00915105521735739,0.00811363477416963,0.010193768189543,0.00909549982632288,1983 Q2,1983
"146",1983-07-01,0.0100705785635961,0.0100503358535015,0.0120969217088285,0.0130645223228237,1983 Q3,1983
"147",1983-10-01,0.00997017231984985,0.00995033085316809,0.0119523335238412,0.00661678235374607,1983 Q4,1983
"148",1984-01-01,0.0128143695333516,0.0118111609283446,0.0147422817372034,0.0108061430802561,1984 Q1,1984
"149",1984-04-01,0.0116846509549731,0.0107056983559887,0.0116393166570188,0.00967638726581909,1984 Q2,1984
"150",1984-07-01,0.00771459949533038,0.00675352301577992,0.0124582349220418,0.00769480531915251,1984 Q3,1984
"151",1984-10-01,0.00956030226198233,0.00956945101615067,0.0113637586503152,0.00616659913835736,1984 Q4,1984
"152",1985-01-01,0.0056926149932865,0.0047506027585978,0.0084388686458646,0.011695564786281,1985 Q1,1985
"153",1985-04-01,0.0122239415857141,0.0113102053915866,0.0120651115518429,0.0080822330223981,1985 Q2,1985
"154",1985-07-01,0.00652074970043679,0.00374181914599535,0.00918280098233498,0.00781877287809448,1985 Q3,1985
"155",1985-10-01,0.00740058881817132,0.00465767027398094,0.0100046309699265,0.00694949091996268,1985 Q4,1985
"156",1986-01-01,0.0128206884290615,0.0120093822112309,0.012590094360072,0.00709745722204569,1986 Q1,1986
"157",1986-04-01,-0.0109790672824119,-0.0176011954770087,0.00889685583773672,-0.00103885930840571,1986 Q2,1986
"158",1986-07-01,0.00733275512939179,0.00652074970043679,0.00794005053661422,0.00526157437260083,1986 Q3,1986
"159",1986-10-01,0.00637234746225861,0.00370714048281958,0.0104896066710194,0.0060293871269425,1986 Q4,1986
"160",1987-01-01,0.0108304307743696,0.012867824611393,0.00779562198245609,0.00939916402675485,1987 Q1,1987
"161",1987-04-01,0.011602093552547,0.0118022250566279,0.0120070053137236,0.0095970760305481,1987 Q2,1987
"162",1987-07-01,0.00971310064649981,0.00987884100469625,0.00848901532491131,0.00941161139265922,1987 Q3,1987
"163",1987-10-01,0.0104896066710194,0.00889685583773672,0.0125999146970078,0.00859534239929565,1987 Q4,1987
"164",1988-01-01,0.00865806274311453,0.00618103513143445,0.00914007193939798,0.00785485657957948,1988 Q1,1988
"165",1988-04-01,0.0102916860365477,0.0105079775984152,0.0115132850723796,0.0109895268321782,1988 Q2,1988
"166",1988-07-01,0.0110310834322736,0.0121213605323448,0.0105735023304636,0.0122477291019105,1988 Q3,1988
"167",1988-10-01,0.0117451014582827,0.0119761910467156,0.0128619136424078,0.0100572193889723,1988 Q4,1988
"168",1989-01-01,0.0107840116017454,0.0109937682322098,0.0103298495015767,0.0114474441602179,1989 Q1,1989
"169",1989-04-01,0.0155549595551937,0.0175077419000049,0.0102242337758594,0.0134017450189496,1989 Q2,1989
"170",1989-07-01,0.0113086827143546,0.00904983551991786,0.010895049405067,0.00589529736140369,1989 Q3,1989
"171",1989-10-01,0.00720291229405802,0.0065306354553302,0.0107776254938293,0.00786423592318979,1989 Q4,1989
"172",1990-01-01,0.0166077363996605,0.0177424009008762,0.0114199946859488,0.0144234916787161,1990 Q1,1990
"173",1990-04-01,0.0109205453466609,0.0103380642398916,0.0142805884226317,0.00904079567342365,1990 Q2,1990
"174",1990-07-01,0.0123363168176063,0.0102322813257365,0.0133434151736846,0.0126278683565389,1990 Q3,1990
"175",1990-10-01,0.0219789067187754,0.0255135601626579,0.0131677103746475,0.0131440525377956,1990 Q4,1990
"176",1991-01-01,0.00969794993479474,0.00911860421643434,0.013713675762177,0.00522596472906647,1991 Q1,1991
"177",1991-04-01,0.00296516154983497,0.00151171608532216,0.00998581764321426,0.00542633832407118,1991 Q2,1991
"178",1991-07-01,0.00810914874925872,0.0082738343373964,0.00988708619117215,0.00675388241677172,1991 Q3,1991
"179",1991-10-01,0.00731532157637292,0.00671895024874501,0.00979028798917232,0.00722152538047155,1991 Q4,1991
"180",1992-01-01,0.00798552337892794,0.00667410708769322,0.00969536680516299,0.00623054975063616,1992 Q1,1992
"181",1992-04-01,0.00792225965571092,0.0080972102326193,0.00823614813593658,0.00661922938708472,1992 Q2,1992
"182",1992-07-01,0.00785999044737688,0.00803217169726425,0.0088466041402934,0.00635563617760996,1992 Q3,1992
"183",1992-10-01,0.00850465792283414,0.00868941021415989,0.00809721023261952,0.00695578691202691,1992 Q4,1992
"184",1993-01-01,0.00773290320884931,0.00718393894213034,0.00869861624042461,0.00594600553297951,1993 Q1,1993
"185",1993-04-01,0.00697839538146228,0.00713269785742729,0.00862360236393219,0.0066973685241484,1993 Q2,1993
"186",1993-07-01,0.0048560622655404,0.00425532557013849,0.00592691889776777,0.00433780098735597,1993 Q3,1993
"187",1993-10-01,0.00758362821009864,0.00845671001822346,0.0071966290320397,0.00575461879769736,1993 Q4,1993
"188",1994-01-01,0.00479617226349323,0.00420168685369998,0.00714520740464424,0.00356468600003306,1994 Q1,1994
"189",1994-04-01,0.006132898268697,0.00487975872454121,0.0064516352814886,0.00556530032442254,1994 Q2,1994
"190",1994-07-01,0.00811912443850441,0.00899971460319568,0.00768741774268615,0.00715736380751421,1994 Q3,1994
"191",1994-10-01,0.00671594196543681,0.00549829563859788,0.00699525904979877,0.00468847989214352,1994 Q4,1994
"192",1995-01-01,0.00733581149021336,0.00751113124999627,0.0075757938084575,0.00488969370177787,1995 Q1,1995
"193",1995-04-01,0.00860078077259912,0.00813012608325009,0.00876649321218259,0.00579780537034506,1995 Q2,1995
"194",1995-07-01,0.0052562538888269,0.00404040953700513,0.00621506040343419,0.00408714889450954,1995 Q3,1995
"195",1995-10-01,0.00588044817689532,0.00536194314138537,0.00802225838914363,0.00437843223096101,1995 Q4,1995
"196",1996-01-01,0.00778719055176846,0.00666224982541625,0.00612747015209707,0.00554099035357198,1996 Q1,1996
"197",1996-04-01,0.00900906994236591,0.00991088389945396,0.00548280386588017,0.00666974289715669,1996 Q2,1996
"198",1996-07-01,0.00574897782692176,0.00459167746717312,0.00666063618954786,0.00424886830400275,1996 Q3,1996
"199",1996-10-01,0.00761424998524544,0.0084718655936499,0.00661656549212925,0.00679810317279876,1996 Q4,1996
"200",1997-01-01,0.00755671102256124,0.00775698782857138,0.00597730410845938,0.00441621709746973,1997 Q1,1997
"201",1997-04-01,0.00313185348379388,0.00128700146464746,0.00653402978064853,0.00250669532499165,1997 Q2,1997
"202",1997-07-01,0.00312207559250551,0.00128534722066372,0.00472534842642607,0.00262812240626963,1997 Q3,1997
"203",1997-10-01,0.00683444723029699,0.00640207052202241,0.00528946281739814,0.00314465667947156,1997 Q4,1997
"204",1998-01-01,0.00309119256967288,0.000637958554332576,0.00584455199628323,8.4853627543459e-05,1998 Q1,1998
"205",1998-04-01,0.00123380644892834,-0.0012763243596049,0.0052310494175525,0.00179438138472903,1998 Q2,1998
"206",1998-07-01,0.006146300848694,0.0050955524266001,0.00578036291549933,0.00307263205278037,1998 Q3,1998
"207",1998-10-01,0.00428004321977746,0.00190415798568979,0.00517391208796546,0.00262819628033902,1998 Q4,1998
"208",1999-01-01,0.00486915143381055,0.00506009934834277,0.00685716972613705,0.0019491133500982,1999 Q1,1999
"209",1999-04-01,0.00725956001280432,0.00691609169837309,0.00397840820280828,0.00565750637687888,1999 Q2,1999
"210",1999-07-01,0.00481059256034933,0.004376374599799,0.00452745538496323,0.00547330013597302,1999 Q3,1999
"211",1999-10-01,0.00836325065782159,0.00993180106808204,0.00563064550682814,0.00606334511866963,1999 Q4,1999
"212",2000-01-01,0.00711324872451986,0.00554359288485045,0.00671519031547135,0.00809143572834402,2000 Q1,2000
"213",2000-04-01,0.00940630098245559,0.0103881166369865,0.00556174959818436,0.00476924609830409,2000 Q2,2000
"214",2000-07-01,0.0104773950310876,0.0108828159934555,0.00663352349563388,0.00643638018980104,2000 Q3,2000
"215",2000-10-01,0.00692443620760463,0.00599522179389634,0.00604231445596266,0.00565680929844422,2000 Q4,2000
"216",2001-01-01,0.00972825984077881,0.0107016479117563,0.00709416344940742,0.00741299190420784,2001 Q1,2001
"217",2001-04-01,0.00454546237167464,0.00295246745326817,0.00650408796917626,0.00468166894447819,2001 Q2,2001
"218",2001-07-01,0.00565292630278823,0.00294377604401328,0.00699868267203914,0.000504099132481261,2001 Q3,2001
"219",2001-10-01,0.00112676068259045,-0.00235432716163548,0.00535046755283095,0.00039779357690136,2001 Q4,2001
"220",2002-01-01,0.000562904602535982,-0.00472534842642618,0.00691308257018257,0.00199982849588694,2002 Q1,2002
"221",2002-04-01,0.00896364545048177,0.00942847290981698,0.005285424566464,0.00738185841330218,2002 Q2,2002
"222",2002-07-01,0.00389647027912316,0.00292825977908836,0.00420831762578714,0.00514813453214749,2002 Q3,2002
"223",2002-10-01,0.00664454271866851,0.00583092031079314,0.00523561405394494,0.00465368734694346,2002 Q4,2002
"224",2003-01-01,0.00769657455198907,0.00752971990810746,0.00468872961090544,0.00761799864818128,2003 Q1,2003
"225",2003-04-01,0.00328048407916168,0.00460565005258284,0.000519615496232785,0.000993311355755295,2003 Q2,2003
"226",2003-07-01,0.00272553998105001,0,0.00466442929135497,0.00656709187440494,2003 Q3,2003
"227",2003-10-01,0.00651114617199935,0.00686894515304553,0.00309757604413418,0.00489398430143822,2003 Q4,2003
"228",2004-01-01,0.00754313921446369,0.0079545873984617,0.00308801068857655,0.00768223603300072,2004 Q1,2004
"229",2004-04-01,0.00588709219677907,0.00451722958981982,0.00665815519859053,0.00669430082642339,2004 Q2,2004
"230",2004-07-01,0.00903060586008999,0.0100897716956167,0.00458365966765811,0.00491333728490872,2004 Q3,2004
"231",2004-10-01,0.00894978334977434,0.0105410129977917,0.00557386799036702,0.00850348436073381,2004 Q4,2004
"232",2005-01-01,0.00418410652257387,0.00440529346791642,0.00554297211597233,0.00579754765225958,2005 Q1,2005
"233",2005-04-01,0.0109007048761899,0.0114724011622368,0.00601204215662775,0.00630320010407691,2005 Q2,2005
"234",2005-07-01,0.00617603610056504,0.00757579380845772,0.00349040493976857,0.0107450628741829,2005 Q3,2005
"235",2005-10-01,0.0213206045566354,0.028694848684212,0.00546042558031611,0.00794162643538071,2005 Q4,2005
"236",2006-01-01,0.00100401614859849,-0.00209753616494634,0.00592301830312207,0.0051918270589298,2006 Q1,2006
"237",2006-04-01,0.00700002858354336,0.00523561405394494,0.0078431774610261,0.0087516707396975,2006 Q2,2006
"238",2006-07-01,0.0109019910294767,0.010906366221776,0.00729752691185342,0.00717026773955044,2006 Q3,2006
"239",2006-10-01,-0.0049407215129772,-0.0124741742251758,0.00628173121452733,-0.00166100275558446,2006 Q4,2006
"240",2007-01-01,0.00758384932377992,0.00661510118133338,0.00480539127493843,0.00909571967899367,2007 Q1,2007
"241",2007-04-01,0.0120536661087373,0.0140639570981962,0.00548349993699968,0.00844623197908645,2007 Q2,2007
"242",2007-07-01,0.00821756130306378,0.00876294793091618,0.0048796824686835,0.00564904723587319,2007 Q3,2007
"243",2007-10-01,0.00761532784665609,0.00782052284690397,0.00616769130293291,0.0101204882172069,2007 Q4,2007
"244",2008-01-01,0.0141637628529958,0.0170711178503734,0.00795593232983212,0.00813188049383839,2008 Q1,2008
"245",2008-04-01,0.00829825749570748,0.0102408306963776,0.00368407092824799,0.00970313112802942,2008 Q2,2008
"246",2008-07-01,0.0234398362587941,0.0321230999121521,0.0065269379843406,0.0106190166112569,2008 Q3,2008
"247",2008-10-01,-0.00927047470817996,-0.0158023205885323,0.00380355996237833,-0.0161006366276321,2008 Q4,2008
"248",2009-01-01,-0.0236041248146327,-0.0369784746172288,0.00257063628870302,-0.00678114283510759,2009 Q1,2009
"249",2009-04-01,0.00365484744236948,0.00424058555089407,0.00623780837985298,0.00396125285967395,2009 Q2,2009
"250",2009-07-01,0.0094377623329324,0.0149254656157354,0.00254356039035568,0.00686661259859194,2009 Q3,2009
"251",2009-10-01,0.00826932025630114,0.0113179828228569,0.0056303074850101,0.00767734495253071,2009 Q4,2009
"252",2010-01-01,0.00451155957557527,0.00975476083083306,0.000598457629381054,0.00385549607330772,2010 Q1,2010
"253",2010-04-01,-0.000390902552972518,-0.000437623088475922,0.00085625946720547,0.00154026037576049,2010 Q2,2010
"254",2010-07-01,0.000928718619055617,0.000476086291215427,0.0024469408502654,0.00192475806371685,2010 Q3,2010
"255",2010-10-01,0.00655004173969131,0.00913624238782343,0.00210743478728174,0.00638923498069608,2010 Q4,2010
