Historical Values of the NBER Experimental Recession Index (XRI),
Experimental Leading Index (XLI), Experimental  Coincident Index (XCI),
Experimental Coincident Recession Index (XRIC)
alternative nonfinancial  Experimental Leading Index-2 (XLI-2), and
alternative  nonfinancial Experimental Leading Recession Index-2 (XRI-2).
Data are monthly


Last Updated:  3/31/04

     date          XRI        XLI       XCI       XRI-C     XLI-2     XRI-2
     1995:07       0.05       3.7      197.3       0.08     2.8       0.17 
     1995:08       0.05       3.3      198.8       0.01     5.3       0.11 
     1995:09       0.08       2.4      199.3       0.01     4.7       0.12 
     1995:10       0.08       1.9      199.3       0.04     3.6       0.14 
     1995:11       0.07       2.7      200.1       0.01     4.2       0.11 
     1995:12       0.04       3.6      200.6       0.01     3.1       0.13 
     1996:01       0.03       4.5      198.7       0.31     3.5       0.16 
     1996:02       0.02       5.2      201.0       0.02     3.4       0.15 
     1996:03       0.05       3.7      201.5       0.02     2.8       0.15 
     1996:04       0.07       3.3      202.8       0.01     4.2       0.11 
     1996:05       0.05       4.2      203.8       0.01     3.5       0.12 
     1996:06       0.03       4.7      205.1       0.01     2.5       0.15 
     1996:07       0.04       3.5      205.3       0.02     4.9       0.10 
     1996:08       0.05       3.2      206.4       0.01     3.3       0.13 
     1996:09       0.05       2.8      207.2       0.01     2.6       0.14 
     1996:10       0.03       3.9      207.9       0.01     3.8       0.13 
     1996:11       0.02       4.9      209.2       0.01     3.3       0.12 
     1996:12       0.02       4.8      209.4       0.01     4.9       0.11 
     1997:01       0.03       3.9      208.4       0.12     3.8       0.13 
     1997:02       0.04       3.6      210.1       0.01     4.0       0.13 
     1997:03       0.06       2.8      210.8       0.01     4.0       0.13 
     1997:04       0.10       2.0      211.9       0.01     3.2       0.13 
     1997:05       0.13       1.7      212.3       0.01     2.5       0.14 
     1997:06       0.06       3.3      213.2       0.01     1.8       0.15 
     1997:07       0.02       4.7      214.3       0.01     4.8       0.10 
     1997:08       0.03       4.5      215.5       0.01     4.5       0.11 
     1997:09       0.03       3.7      216.9       0.01     4.8       0.10 
     1997:10       0.04       3.5      217.8       0.01     5.7       0.09 
     1997:11       0.05       3.6      219.0       0.01     4.6       0.11 
     1997:12       0.03       3.5      219.7       0.01     4.9       0.10 
     1998:01       0.02       4.2      220.9       0.01     4.2       0.09 
     1998:02       0.02       4.9      221.8       0.01     5.0       0.08 
     1998:03       0.04       4.5      222.5       0.01     4.8       0.09 
     1998:04       0.06       3.9      223.1       0.01     3.6       0.11 
     1998:05       0.06       3.1      223.9       0.01     3.4       0.11 
     1998:06       0.08       2.3      223.8       0.03     3.6       0.12 
     1998:07       0.10       2.1      223.7       0.06     3.6       0.11 
     1998:08       0.08       3.3      225.9       0.01     5.2       0.08 
     1998:09       0.12       2.5      226.0       0.03     3.5       0.11 
     1998:10       0.05       4.9      227.4       0.01     4.8       0.06 
     1998:11       0.09       4.3      227.8       0.02     4.3       0.08 
     1998:12       0.08       3.9      228.6       0.01     5.9       0.06 
     1999:01       0.07       3.9      229.0       0.02     5.5       0.06 
     1999:02       0.06       3.0      230.2       0.01     6.2       0.07 
     1999:03       0.09       2.0      230.7       0.01     5.2       0.09 
     1999:04       0.06       2.1      231.0       0.02     2.2       0.14 
     1999:05       0.04       3.0      232.0       0.01     2.7       0.12 
     1999:06       0.05       3.3      232.7       0.01     3.9       0.09 
     1999:07       0.07       3.4      233.4       0.01     3.2       0.10 
     1999:08       0.08       3.3      234.3       0.01     3.9       0.08 
     1999:09       0.19       1.7      234.0       0.05     3.3       0.11 
     1999:10       0.08       3.4      235.9       0.01     4.5       0.08 
     1999:11       0.07       3.4      236.9       0.01     5.8       0.07 
     1999:12       0.05       3.8      238.4       0.01     5.7       0.08 
     2000:01       0.04       4.3      239.5       0.01     5.9       0.07 
     2000:02       0.04       3.7      240.0       0.01     5.8       0.08 
     2000:03       0.04       3.4      240.6       0.01     4.7       0.09 
     2000:04       0.05       2.7      241.6       0.01     2.9       0.12 
     2000:05       0.13       1.6      242.1       0.01     2.7       0.13 
     2000:06       0.06       3.1      242.1       0.03     2.3       0.12 
     2000:07       0.05       3.9      242.0       0.05     3.1       0.10 
     2000:08       0.05       3.4      241.7       0.10     4.1       0.09 
     2000:09       0.05       3.5      242.3       0.04     2.7       0.11 
     2000:10       0.07       3.6      241.9       0.14     3.4       0.11 
     2000:11       0.10       3.5      241.7       0.20     4.5       0.08 
     2000:12       0.08       3.2      241.1       0.39     2.9       0.14 
     2001:01       0.05       4.6      240.2       0.68     4.9       0.09 
     2001:02       0.06       4.2      240.0       0.56     4.8       0.10 
     2001:03       0.05       3.8      239.4       0.69     2.1       0.17 
     2001:04       0.06       3.0      238.3       0.88     1.2       0.17 
     2001:05       0.08       2.7      237.7       0.86     1.6       0.15 
     2001:06       0.22       0.7      236.6       0.94     0.2       0.21 
     2001:07       0.20       1.1      236.7       0.70     1.1       0.17 
     2001:08       0.09       2.4      236.7       0.58     2.8       0.12 
     2001:09       0.21       0.7      234.7       0.95     0.6       0.20 
     2001:10       0.27       0.4      234.8       0.63     3.0       0.16 
     2001:11       0.23       0.5      234.2       0.77     1.4       0.17 
     2001:12       0.07       2.1      234.3       0.51     2.4       0.12 
     2002:01       0.02       3.3      234.6       0.26     4.5       0.09 
     2002:02       0.02       3.8      234.5       0.26     5.2       0.07 
     2002:03       0.03       3.4      234.6       0.17     3.8       0.10 
     2002:04       0.07       2.3      235.3       0.05     2.7       0.12 
     2002:05       0.07       2.9      235.6       0.04     3.7       0.09 
     2002:06       0.04       3.8      236.4       0.01     3.4       0.08 
     2002:07       0.04       3.8      236.3       0.06     5.5       0.07 
     2002:08       0.05       3.0      236.4       0.07     3.5       0.09 
     2002:09       0.04       3.3      235.8       0.21     2.7       0.10 
     2002:10       0.05       3.0      235.6       0.23     4.1       0.09 
     2002:11       0.11       2.1      235.6       0.19     2.1       0.12 
     2002:12       0.09       3.0      234.6       0.52     4.0       0.06 
     2003:01       0.11       2.7      235.3       0.13     4.5       0.07 
     2003:02       0.13       1.8      234.8       0.31     5.1       0.07 
     2003:03       0.15       1.1      234.5       0.39     4.2       0.09 
     2003:04       0.18       1.0      233.7       0.62     3.2       0.11 
     2003:05       0.09       2.7      234.0       0.27     2.9       0.10 
     2003:06       0.05       3.8      234.4       0.15     3.5       0.07 
     2003:07       0.04       4.0      235.6       0.02     6.2       0.06 
     2003:08       0.05       3.8      235.7       0.04     6.9       0.05 
     2003:09       0.08       2.8      236.7       0.01     5.9       0.06 
     2003:10       0.05       4.4      237.2       0.01     6.4       0.04 
     2003:11       0.07       3.6      238.8       0.01     5.1       0.07 
     2003:12       0.07       3.1      238.6       0.03     6.3       0.05 
